internship_id,student_id,final_score,reservation,rural,gender
I024,S00100,0.7550321393966246,OBC,0,F
I024,S00665,0.7446322076732499,OBC,1,F
I024,S01391,0.8527296639266783,GEN,1,F
I024,S01034,0.8460334224060263,GEN,0,F
I024,S01142,0.8309269958917538,GEN,0,O
I024,S00810,0.8093138967330045,GEN,1,F
I024,S00885,0.805177085067449,SC,1,M
I025,S01383,0.4473043949497567,SC,0,M
I025,S01815,0.6030246888485791,OBC,0,O
I025,S01142,0.46572760415891734,GEN,0,O
I025,S01388,0.335139677521542,GEN,1,O
I026,S01383,0.8916258968150491,SC,0,M
I026,S00459,0.922964901499596,OBC,0,F
I026,S01958,0.9080091637799221,OBC,0,F
I026,S00518,0.946833509447604,GEN,0,M
I026,S01586,0.921269465803062,GEN,0,F
I026,S01388,0.8443632333043325,GEN,1,O
I027,S01383,0.6527813299231113,SC,0,M
I027,S01248,0.655374629938563,ST,0,F
I027,S00038,0.7471984596120923,OBC,0,M
I027,S01958,0.7319883168319898,OBC,0,F
I027,S00518,0.8035467449172639,GEN,0,M
I027,S01901,0.8026958698865121,GEN,0,M
I027,S01561,0.790767757806799,GEN,0,M
I027,S00810,0.785478059191682,GEN,1,F
I028,S01154,0.35562834362792095,SC,1,M
I028,S00994,0.6009274107462595,ST,0,F
I028,S01946,0.2931324557007344,OBC,1,M
I028,S01846,0.2716707292720418,OBC,1,M
I028,S01249,0.48521252816844374,GEN,0,O
I028,S01142,0.48433013312851014,GEN,0,O
I028,S01383,0.3426827038019716,SC,0,M
I028,S01091,0.3368610055864493,SC,0,M
I029,S00539,0.9471598361132113,SC,1,M
I029,S00683,0.8061334786586832,ST,0,M
I029,S01549,0.8846585539601927,OBC,1,M
I029,S00600,0.7554231751748264,OBC,0,M
I029,S01034,0.9456087132244189,GEN,0,F
I029,S01058,0.914552577185191,GEN,0,M
I029,S00492,0.897385049886373,GEN,0,M
I030,S00887,0.9410767487040426,SC,0,M
I030,S01393,0.943387911429092,OBC,0,M
I030,S01179,0.9396686694912453,OBC,0,M
I030,S01034,0.9802389778797109,GEN,0,F
I030,S00671,0.9758418798492671,GEN,0,F
I030,S00748,0.967441116770815,GEN,0,O
I030,S00657,0.9657073336969076,GEN,0,F
I030,S00718,0.9606022904939749,GEN,1,M
I031,S00539,0.9581343758603019,SC,1,M
I031,S00284,0.8459239868968517,ST,0,M
I031,S01549,0.8985236471240643,OBC,1,M
I031,S01714,0.8124577294854376,OBC,1,M
I031,S01242,0.8059749301476181,OBC,0,M
I031,S01034,0.9456876957100294,GEN,0,F
I031,S01058,0.9276685617595205,GEN,0,M
I031,S01266,0.9254272929250585,GEN,1,M
I031,S00492,0.923669415851984,GEN,0,M
I031,S01903,0.9063237212387608,GEN,0,M
I032,S01383,0.9406463854865118,SC,0,M
I032,S01248,0.8898530874014352,ST,0,F
I032,S01958,0.9582097652564879,OBC,0,F
I032,S00038,0.9560912658774914,OBC,0,M
I032,S00518,0.9803077519396475,GEN,0,M
I032,S01388,0.9638772773681893,GEN,1,O
I032,S01142,0.9612905758933514,GEN,0,O
I033,S00424,0.8438859660581711,SC,1,F
I033,S00412,0.8039517438704623,ST,1,M
I033,S00038,0.8773325478319912,OBC,0,M
I033,S00518,0.9434161654220267,GEN,0,M
I033,S01388,0.9016464385870263,GEN,1,O
I033,S01058,0.8945871361893069,GEN,0,M
I034,S01803,0.7185481314118685,SC,0,M
I034,S01163,0.7403892965710767,ST,1,M
I034,S00109,0.6777755609924045,OBC,0,M
I034,S01585,0.6717119456769418,OBC,0,M
I034,S00665,0.660680095379137,OBC,1,F
I034,S01142,0.8376484152598858,GEN,0,O
I034,S00559,0.7719765877308379,GEN,0,M
I034,S00299,0.7486911536426709,GEN,1,F
I034,S01819,0.7356969578859017,GEN,1,F
I034,S00205,0.7087065741087412,SC,0,M
I035,S00161,0.9402644107720077,SC,1,M
I035,S00966,0.8873414791701727,ST,1,F
I035,S01727,0.9194947523766557,OBC,0,M
I035,S00971,0.9147518689113932,OBC,1,M
I035,S01034,0.9739934617082361,GEN,0,F
I035,S01302,0.9696991608119735,GEN,1,M
I035,S01674,0.9449806562648343,GEN,1,M
I035,S01058,0.9425064674093793,GEN,0,M
I035,S00671,0.9361867373901258,GEN,0,F
I036,S00260,0.9310963832971636,SC,0,M
I036,S00548,0.9107501267130282,OBC,0,F
I036,S00459,0.8952266176470165,OBC,0,F
I036,S00220,0.9469994518700418,GEN,0,F
I036,S01659,0.9268051301192922,SC,0,F
I036,S01272,0.9237411725933717,GEN,0,F
I036,S01796,0.8938614616847738,OBC,1,F
I037,S01284,0.9284145626261754,SC,1,F
I037,S01248,0.8211470909489025,ST,0,F
I037,S01958,0.9430611867506621,OBC,0,F
I037,S00518,0.9460252105943473,GEN,0,M
I038,S00573,0.7678045323356608,SC,1,F
I038,S01248,0.7183738125621837,ST,0,F
I038,S01958,0.8045904519759486,OBC,0,F
I038,S01265,0.7128073783372627,OBC,1,M
I038,S01296,0.8456762360927811,GEN,1,F
I038,S01901,0.7973025016032432,GEN,0,M
I038,S01388,0.7951208932362885,GEN,1,O
I038,S01561,0.7808019957798509,GEN,0,M
I039,S01383,0.9340938168152767,SC,0,M
I039,S01248,0.8584858472899259,ST,0,F
I039,S00038,0.9558475899812634,OBC,0,M
I039,S01958,0.9528028089891787,OBC,0,F
I039,S01225,0.9479357794442015,OBC,0,M
I039,S00518,0.975733432254577,GEN,0,M
I039,S01142,0.9553587799022261,GEN,0,O
I039,S01159,0.9522547985211112,GEN,1,M
I039,S00671,0.9486538070963801,GEN,0,F
I040,S01301,0.9492568836796833,SC,0,M
I040,S00284,0.8680015368862581,ST,0,M
I040,S01549,0.9210655043223114,OBC,1,M
I040,S01266,0.9553832695588159,GEN,1,M
I040,S01947,0.9551413795281932,GEN,0,M
I040,S01034,0.9532128184547893,GEN,0,F
