student_id,gpa,skills,reservation,rural,gender,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6
S00023,6.04,autocad ml presentation,GEN,1,F,I011,I017,I021,I023,I028,I036
S00024,7.72,analysis manufacturing cloud networking ml presentation,GEN,1,M,I026,I011,I007,I008,I023,I028
S00025,8.31,manufacturing backend excel java networking,GEN,0,F,I033,I003,I010,I018,I022,I028
S00026,7.69,cloud communication autocad manufacturing,GEN,0,M,I011,I026,I007,I010,I017,I023
S00027,7.37,presentation writing ml autocad,GEN,0,F,I011,I021,I039,I017,I019,I023
S00028,7.17,backend cloud networking design python excel,SC,0,F,I028,I007,I010,I011,I004,I009
S00029,6.99,presentation networking python,ST,0,F,I028,I003,I011,I017,I022,I023
S00030,8.66,analysis cloud writing manufacturing autocad frontend,SC,0,F,I026,I012,I024,I036,I039,I032
S00031,7.86,cloud design networking python,GEN,0,F,I028,I026,I027,I003,I007,I010
S00032,7.08,autocad manufacturing ml frontend,GEN,1,F,I036,I032,I003,I008,I010,I011
S00033,6.76,ml backend design,GEN,0,F,I010,I007,I011,I019,I021,I023
S00034,8.17,sql java design communication,GEN,1,F,I019,I028,I001,I004,I027,I029
S00035,8.63,presentation java manufacturing design autocad,SC,1,F,I023,I028,I010,I019,I004,I029
S00036,8.52,sql communication excel,OBC,0,M,I011,I004,I009,I012,I031,I001
S00037,6.58,networking excel analysis,GEN,1,M,I009,I026,I011,I012,I017,I022
S00038,7.16,java networking backend sql,OBC,0,M,I018,I022,I028,I001,I016,I026
S00039,6.97,cloud presentation communication ml frontend writing,ST,0,M,I011,I039,I007,I021,I012,I019
S00040,7.3,frontend sql manufacturing python,SC,0,F,I032,I003,I012,I002,I009,I026
S00041,8.39,design sql frontend writing backend excel,GEN,1,F,I004,I010,I012,I019,I001,I009
S00042,8.99,sql communication cloud,GEN,0,F,I011,I026,I007,I012,I031,I039
S00043,7.9,backend python analysis,GEN,1,F,I024,I009,I010,I012,I028,I002
S00044,6.79,analysis communication backend,SC,0,F,I007,I010,I011,I012,I024,I009
S00045,7.46,analysis ml writing cloud,ST,0,F,I039,I011,I021,I026,I007,I012
S00046,9.22,autocad design analysis writing frontend java,GEN,0,M,I019,I012,I024,I028,I036,I001
S00047,7.6,cloud autocad networking,GEN,0,F,I017,I026,I007,I011,I022,I028
S00048,7.17,backend python networking communication ml analysis,GEN,0,F,I007,I014,I011,I024,I028,I009
S00049,7.26,cloud autocad frontend writing java,OBC,0,M,I019,I036,I039,I001,I040,I003
S00050,7.89,networking writing design,GEN,1,M,I019,I028,I027,I010,I017,I021
S00051,6.61,manufacturing networking presentation python sql java,GEN,1,M,I028,I003,I026,I022,I023,I001
S00052,6.95,writing networking cloud analysis communication,GEN,1,F,I026,I007,I011,I039,I027,I012
S00053,8.51,autocad java manufacturing analysis excel,GEN,1,M,I004,I009,I026,I029,I033,I037
S00054,7.86,excel writing cloud presentation autocad,GEN,0,M,I011,I039,I004,I017,I019,I021
S00055,7.61,cloud writing frontend presentation manufacturing analysis,GEN,1,M,I026,I011,I012,I023,I039,I032
S00056,8.57,frontend excel communication ml,GEN,1,M,I011,I007,I012,I021,I036,I039
S00057,6.73,sql python cloud java writing,ST,0,F,I001,I019,I028,I039,I002,I009
S00058,7.14,python frontend java,GEN,0,F,I003,I028,I012,I019,I022,I036
S00059,7.83,communication python java networking sql,SC,0,F,I028,I003,I022,I001,I002,I009
S00060,7.79,ml frontend backend analysis python manufacturing,GEN,0,F,I003,I010,I012,I024,I009,I014
S00061,5.94,networking sql cloud,OBC,0,M,I026,I007,I011,I012,I017,I022
S00062,7.04,autocad manufacturing networking java frontend design,GEN,0,M,I003,I028,I010,I017,I019,I022
S00063,7.32,design backend excel,GEN,0,M,I010,I004,I013,I029,I033,I011
S00064,7.94,networking ml cloud sql,GEN,1,F,I026,I007,I011,I039,I008,I012
S00065,7.78,manufacturing java python excel autocad writing,OBC,1,F,I003,I019,I024,I028,I001,I004
S00066,7.42,networking autocad java,OBC,0,M,I017,I022,I028,I003,I018,I019
S00067,5.39,excel cloud manufacturing backend ml java,SC,0,M,I011,I033,I007,I010,I039,I013
S00068,7.47,communication presentation java,OBC,0,F,I011,I028,I019,I022,I023,I001
S00069,7.57,excel networking writing java analysis design,ST,0,F,I019,I028,I029,I022,I001,I004
S00070,10.0,ml frontend python design writing communication,OBC,0,M,I011,I019,I021,I028,I039,I027
S00071,7.29,networking backend analysis,SC,0,M,I016,I026,I007,I010,I012,I017
S00072,7.83,sql presentation autocad ml networking,GEN,0,F,I011,I017,I028,I004,I026,I007
S00073,8.76,communication frontend design backend networking,ST,0,F,I027,I007,I010,I028,I016,I003
S00074,8.33,analysis communication autocad backend sql,SC,1,F,I012,I024,I004,I009,I026,I035
S00075,9.04,manufacturing java backend design cloud python,GEN,0,F,I010,I028,I003,I019,I023,I026
S00076,5.96,backend sql presentation design cloud,SC,0,M,I010,I011,I023,I028,I004,I026
S00077,6.41,analysis python excel cloud communication frontend,OBC,0,F,I011,I009,I012,I026,I038,I003
S00078,6.88,design java cloud,GEN,0,F,I019,I028,I029,I040,I010,I011
S00079,5.79,manufacturing sql python backend frontend excel,OBC,0,F,I009,I032,I003,I010,I012,I002
S00080,7.58,analysis sql excel,ST,0,M,I009,I012,I004,I026,I011,I001
S00081,6.49,excel backend analysis ml networking java,GEN,1,F,I033,I007,I011,I018,I022,I028
S00082,9.2,manufacturing networking excel autocad cloud ml,GEN,0,M,I011,I026,I007,I008,I017,I039
S00083,6.64,cloud presentation autocad,SC,1,F,I011,I017,I023,I028,I036,I039
S00084,7.15,python java writing autocad frontend,OBC,1,F,I003,I019,I024,I028,I036,I001
S00085,8.39,autocad cloud networking communication,GEN,1,F,I007,I011,I017,I026,I027,I022
S00086,6.15,backend analysis excel writing autocad frontend,GEN,0,F,I024,I012,I036,I004,I009,I013
S00087,5.73,backend writing networking,OBC,0,F,I016,I007,I010,I017,I018,I019
S00088,7.7,java networking python ml cloud frontend,GEN,1,M,I003,I028,I007,I011,I022,I039
S00089,7.79,excel cloud networking python writing ml,GEN,0,M,I011,I039,I007,I021,I028,I009
S00090,8.36,manufacturing presentation java,GEN,0,F,I023,I028,I037,I003,I010,I011
S00091,8.07,backend analysis manufacturing,SC,1,F,I010,I026,I012,I023,I024,I009
S00092,7.83,manufacturing analysis cloud python frontend,GEN,1,F,I026,I003,I012,I009,I032,I038
S00093,6.75,ml design sql presentation,OBC,0,M,I011,I023,I028,I004,I010,I012
S00094,7.76,communication writing java python presentation manufacturing,OBC,1,F,I028,I003,I011,I019,I023,I001
S00095,7.82,writing design ml excel cloud,GEN,0,M,I011,I039,I019,I021,I004,I029
S00096,6.71,communication sql frontend design,OBC,0,M,I012,I004,I027,I030,I032,I010
S00097,9.55,java excel networking backend manufacturing analysis,GEN,0,M,I026,I033,I003,I010,I018,I022
S00098,8.02,frontend backend cloud ml sql networking,ST,0,F,I007,I026,I011,I012,I039,I016
S00099,6.43,cloud networking analysis java excel design,SC,0,M,I028,I026,I029,I011,I019,I022
S00100,8.37,presentation frontend communication autocad,GEN,1,F,I011,I036,I012,I017,I023,I028
S00101,8.56,presentation java python,OBC,0,M,I028,I003,I011,I019,I022,I023
S00102,7.95,frontend presentation autocad excel manufacturing communication,GEN,0,M,I011,I023,I036,I004,I032,I003
S00103,7.23,java backend sql autocad presentation,GEN,0,F,I028,I001,I004,I033,I035,I006
S00104,6.67,writing manufacturing ml,GEN,0,F,I021,I039,I008,I010,I011,I019
S00105,7.42,analysis ml excel autocad cloud,SC,1,F,I011,I039,I004,I009,I026,I038
S00106,7.88,communication java analysis networking autocad,OBC,0,F,I017,I022,I028,I026,I027,I035
S00107,7.51,autocad sql ml,OBC,0,M,I004,I011,I012,I017,I021,I036
S00108,9.1,writing sql presentation design python java,GEN,0,F,I028,I019,I001,I023,I002,I004
S00109,8.19,cloud frontend design backend communication,GEN,0,M,I007,I010,I011,I027,I012,I019
S00110,6.56,python frontend cloud communication autocad excel,OBC,0,F,I011,I036,I004,I009,I038,I003
S00111,6.32,analysis sql ml python presentation,GEN,1,F,I009,I011,I012,I028,I002,I014
S00112,8.03,excel manufacturing cloud,GEN,1,F,I011,I026,I010,I023,I039,I004
S00113,7.25,analysis frontend writing manufacturing ml,SC,0,M,I012,I021,I039,I026,I032,I003
S00114,8.29,analysis java python writing communication excel,GEN,1,M,I009,I011,I019,I024,I028,I001
S00115,8.02,excel backend communication cloud autocad,GEN,1,F,I011,I007,I004,I013,I033,I010
S00116,7.42,design sql analysis networking autocad,OBC,1,M,I004,I026,I012,I017,I028,I009
S00117,6.57,backend excel ml,OBC,1,M,I011,I013,I033,I007,I010,I021
S00118,5.83,design frontend excel,OBC,0,M,I004,I029,I010,I011,I012,I019
S00119,7.74,java presentation frontend python manufacturing,SC,1,M,I003,I028,I023,I032,I037,I010
S00120,6.13,cloud presentation ml sql,OBC,0,M,I011,I039,I026,I007,I012,I021
S00121,6.53,python communication presentation analysis,GEN,0,F,I011,I028,I009,I012,I023,I024
S00122,7.67,communication java python,GEN,1,F,I028,I003,I011,I019,I022,I001
S00123,7.56,ml networking autocad,OBC,1,M,I017,I007,I008,I011,I021,I022
S00124,6.24,networking frontend python writing backend cloud,GEN,1,M,I003,I007,I024,I028,I039,I016
S00125,8.69,manufacturing analysis design,GEN,0,M,I010,I023,I026,I012,I019,I028
S00126,8.66,autocad sql manufacturing communication frontend ml,GEN,0,F,I032,I011,I012,I036,I004,I026
S00127,8.07,presentation frontend cloud java networking,GEN,1,F,I028,I003,I011,I022,I026,I040
S00128,8.07,excel analysis backend,OBC,1,M,I009,I013,I033,I010,I011,I012
S00129,8.07,autocad manufacturing excel design communication networking,GEN,1,M,I004,I027,I010,I011,I017,I023
S00130,10.0,analysis communication backend java autocad,ST,0,F,I024,I033,I035,I007,I010,I011
S00131,8.55,ml analysis sql,GEN,1,M,I012,I009,I026,I011,I021,I039
S00132,8.22,java cloud python frontend autocad,OBC,0,M,I003,I028,I036,I038,I040,I011
S00133,6.65,writing analysis backend presentation design python,ST,0,F,I024,I028,I010,I019,I023,I009
S00134,7.24,excel frontend cloud manufacturing ml,OBC,0,M,I011,I039,I026,I032,I003,I007
S00135,10.0,writing analysis cloud,GEN,0,F,I039,I026,I011,I012,I019,I021
S00136,5.45,analysis manufacturing cloud presentation,OBC,0,M,I026,I011,I023,I010,I012,I028
S00137,6.98,python ml java writing analysis,SC,0,F,I019,I021,I024,I028,I039,I001
S00138,8.7,communication analysis ml,OBC,0,F,I011,I007,I012,I021,I039,I009
S00139,6.71,java writing backend,ST,0,M,I019,I001,I033,I010,I018,I021
S00140,8.25,presentation design networking communication,GEN,0,F,I028,I027,I011,I023,I007,I010
S00141,7.55,ml autocad python manufacturing presentation,OBC,0,M,I011,I023,I028,I003,I008,I010
S00142,6.78,cloud networking backend,GEN,0,F,I007,I016,I026,I010,I011,I017
S00143,5.27,cloud excel presentation manufacturing sql communication,GEN,1,F,I011,I026,I023,I004,I009,I032
S00144,7.71,frontend python excel design manufacturing autocad,GEN,0,F,I004,I003,I010,I023,I028,I036
S00145,6.63,java presentation manufacturing analysis,GEN,0,M,I023,I028,I026,I037,I003,I010
S00146,7.37,analysis ml autocad design cloud excel,GEN,1,F,I011,I004,I039,I009,I026,I029
S00147,8.06,presentation analysis writing,GEN,0,M,I011,I012,I019,I021,I023,I024
S00148,8.45,ml analysis communication frontend design presentation,GEN,0,F,I011,I012,I023,I028,I027,I007
S00149,6.98,excel design python communication ml,OBC,0,F,I011,I028,I004,I009,I027,I029
S00150,6.78,ml design analysis sql excel,GEN,1,F,I004,I009,I011,I012,I026,I029
S00151,6.11,presentation analysis java,OBC,1,M,I028,I011,I012,I019,I022,I023
S00152,8.51,communication sql cloud backend autocad,GEN,1,M,I007,I011,I004,I026,I035,I038
S00153,9.83,writing manufacturing analysis backend ml,GEN,0,M,I010,I021,I024,I039,I026,I007
S00154,8.64,design ml frontend autocad backend,GEN,0,F,I010,I036,I004,I007,I011,I012
S00155,8.89,autocad backend frontend manufacturing presentation analysis,GEN,0,F,I010,I012,I023,I024,I036,I026
S00156,6.72,autocad sql networking analysis,OBC,0,F,I026,I012,I017,I004,I009,I038
S00157,7.99,writing cloud sql,GEN,0,F,I039,I001,I026,I011,I012,I019
S00158,8.35,sql communication analysis,GEN,0,M,I012,I009,I026,I011,I031,I001
S00159,5.0,autocad frontend cloud presentation writing python,GEN,0,M,I011,I024,I028,I036,I039,I038
S00160,6.37,manufacturing cloud ml python networking,GEN,0,F,I026,I003,I007,I008,I011,I028
S00161,9.3,communication python excel,OBC,0,F,I011,I009,I028,I002,I004,I013
S00162,5.93,writing communication java design,GEN,0,F,I019,I028,I001,I027,I029,I010
S00163,9.09,backend sql communication,GEN,0,F,I006,I007,I010,I011,I012,I031
S00164,5.92,cloud writing analysis backend frontend,SC,1,F,I012,I024,I039,I026,I007,I010
S00165,6.42,java autocad communication,GEN,0,F,I035,I011,I017,I019,I022,I028
S00166,8.01,ml java cloud design,OBC,0,F,I011,I019,I028,I039,I029,I040
S00167,7.58,ml backend autocad design,GEN,1,M,I010,I004,I007,I011,I017,I019
S00168,7.08,frontend ml excel communication networking,GEN,0,M,I011,I007,I027,I003,I008,I012
S00169,9.24,ml java analysis presentation,GEN,0,M,I011,I028,I012,I019,I021,I022
S00170,6.14,java frontend design ml presentation,GEN,0,M,I028,I011,I019,I023,I029,I003
S00171,7.33,sql design communication backend writing excel,ST,1,F,I004,I010,I011,I019,I001,I009
S00172,8.15,networking cloud excel java manufacturing analysis,GEN,1,F,I026,I003,I011,I022,I028,I009
S00173,7.81,frontend presentation design cloud autocad analysis,ST,0,M,I011,I012,I023,I028,I036,I004
S00174,6.82,cloud python backend networking,SC,0,M,I007,I028,I016,I026,I003,I010
S00175,6.85,frontend sql presentation,GEN,0,F,I012,I030,I032,I011,I023,I028
S00176,8.43,analysis sql excel networking,SC,0,M,I009,I026,I012,I004,I011,I017
S00177,8.49,sql design cloud communication excel autocad,ST,1,F,I004,I011,I009,I026,I027,I029
S00178,7.84,python communication sql writing,OBC,1,M,I001,I002,I009,I011,I012,I019
S00179,6.59,sql java analysis networking,OBC,1,M,I026,I012,I022,I028,I001,I009
S00180,6.88,autocad frontend python sql analysis java,GEN,1,M,I012,I009,I038,I003,I024,I028
S00181,7.48,excel presentation java manufacturing analysis sql,GEN,0,F,I009,I026,I011,I012,I023,I028
S00182,7.63,ml sql analysis networking frontend cloud,GEN,1,M,I026,I012,I007,I011,I039,I009
S00183,8.1,frontend design python manufacturing,GEN,1,F,I003,I010,I023,I028,I032,I012
S00184,7.28,ml cloud communication sql,ST,0,M,I011,I007,I039,I026,I012,I021
S00185,8.41,manufacturing python backend design communication java,OBC,0,F,I010,I028,I003,I019,I023,I027
S00186,8.39,writing excel manufacturing,OBC,1,M,I010,I011,I019,I021,I023,I039
S00187,8.94,java python communication cloud analysis,OBC,0,M,I011,I028,I009,I026,I038,I040
S00188,7.52,manufacturing backend ml presentation analysis sql,OBC,1,F,I026,I010,I011,I012,I023,I009
S00189,7.86,frontend excel python,OBC,1,M,I009,I003,I011,I012,I028,I036
S00190,7.36,frontend cloud design autocad networking,GEN,0,M,I017,I028,I036,I004,I026,I027
S00191,6.6,writing analysis presentation python backend,GEN,0,M,I024,I028,I009,I010,I011,I012
S00192,9.8,analysis autocad design writing networking,SC,0,F,I017,I019,I024,I028,I004,I026
S00193,8.77,communication networking writing autocad manufacturing,SC,1,F,I017,I026,I027,I003,I007,I008
S00194,8.37,analysis sql design,OBC,1,M,I012,I004,I009,I026,I010,I019
S00195,7.49,backend sql autocad communication manufacturing,GEN,0,F,I010,I004,I026,I032,I035,I006
S00196,6.51,communication writing networking manufacturing analysis python,OBC,0,F,I026,I003,I024,I028,I009,I014
S00197,8.57,cloud backend presentation python sql autocad,OBC,0,F,I038,I011,I024,I028,I002,I004
S00198,7.34,python ml analysis frontend,OBC,0,F,I012,I009,I014,I003,I011,I015
S00199,7.95,java sql excel,OBC,0,F,I001,I004,I009,I029,I033,I011
S00200,6.88,presentation frontend python autocad ml,OBC,0,F,I011,I028,I036,I003,I012,I017
S00201,7.77,autocad presentation sql frontend ml,GEN,0,F,I011,I012,I036,I004,I030,I032
S00202,6.94,cloud excel sql python writing,GEN,1,F,I009,I011,I039,I001,I002,I004
S00203,6.98,cloud presentation java,OBC,0,M,I011,I028,I040,I019,I022,I023
S00204,7.76,manufacturing excel sql ml analysis,GEN,1,F,I009,I026,I011,I012,I004,I032
S00205,5.91,backend manufacturing communication,OBC,1,F,I010,I007,I011,I023,I013,I016
S00206,5.95,communication writing autocad analysis backend,GEN,1,F,I024,I007,I010,I011,I012,I017
S00207,6.71,excel manufacturing presentation ml,GEN,1,F,I011,I023,I008,I010,I021,I028
S00208,7.27,writing cloud frontend,GEN,0,M,I039,I011,I012,I019,I021,I036
S00209,8.44,ml java design,ST,0,F,I019,I028,I029,I010,I011,I021
S00210,7.32,analysis manufacturing frontend sql ml communication,OBC,0,F,I012,I026,I032,I011,I009,I030
S00211,7.48,writing ml analysis presentation cloud backend,OBC,0,M,I011,I039,I007,I021,I024,I026
S00212,7.18,sql analysis manufacturing cloud ml java,GEN,0,F,I026,I011,I012,I039,I001,I009
S00213,7.85,writing cloud java sql,GEN,1,F,I001,I019,I039,I026,I040,I011
S00214,6.59,frontend manufacturing cloud sql,GEN,0,M,I026,I032,I012,I030,I003,I010
S00215,7.38,communication backend frontend writing,SC,0,F,I007,I010,I011,I012,I019,I021
S00216,7.94,python sql manufacturing,ST,1,F,I002,I009,I026,I032,I003,I010
S00217,7.75,analysis frontend backend python,GEN,0,F,I012,I024,I009,I003,I010,I015
S00218,7.51,manufacturing excel presentation analysis backend,GEN,0,F,I010,I011,I023,I009,I013,I026
S00219,7.53,sql ml networking,GEN,0,F,I026,I007,I008,I011,I012,I017
S00220,8.05,backend frontend ml communication,SC,0,F,I007,I011,I010,I012,I021,I036
S00221,9.87,presentation ml manufacturing communication cloud,OBC,0,F,I011,I007,I023,I039,I026,I008
S00222,6.66,autocad sql java networking,GEN,1,M,I017,I022,I028,I001,I004,I026
S00223,9.91,frontend design analysis,OBC,0,M,I012,I010,I015,I019,I023,I028
S00224,6.61,backend autocad frontend writing,GEN,0,M,I024,I036,I010,I012,I017,I019
S00225,5.16,autocad networking java manufacturing python sql,ST,0,F,I003,I028,I026,I017,I022,I001
S00226,6.92,design frontend communication python,GEN,0,F,I028,I027,I003,I010,I011,I012
S00227,7.88,frontend cloud python sql design ml,SC,0,F,I011,I012,I028,I039,I002,I004
S00228,9.56,writing python design autocad frontend cloud,GEN,1,F,I019,I024,I028,I036,I039,I004
S00229,6.51,presentation cloud networking,OBC,1,F,I011,I028,I026,I007,I017,I022
S00230,8.04,java sql design,GEN,1,F,I019,I028,I001,I004,I029,I010
S00231,6.05,java excel frontend cloud design,GEN,1,M,I029,I011,I019,I028,I004,I033
S00232,9.51,java writing communication,OBC,1,F,I019,I001,I011,I021,I022,I028
S00233,8.8,java communication frontend autocad,GEN,1,F,I036,I035,I003,I011,I012,I017
S00234,6.98,manufacturing writing frontend java networking,OBC,0,F,I003,I019,I022,I028,I001,I026
S00235,5.62,excel design frontend java writing,SC,1,M,I019,I029,I028,I001,I004,I033
S00236,8.99,cloud backend presentation analysis frontend writing,GEN,1,M,I011,I012,I024,I039,I026,I007
S00237,7.37,communication cloud backend writing frontend design,GEN,0,M,I007,I010,I011,I019,I039,I027
S00238,8.86,excel manufacturing python,GEN,0,F,I009,I003,I010,I011,I023,I028
S00239,7.51,analysis writing excel design,GEN,1,F,I019,I004,I009,I029,I010,I011
S00240,7.55,java cloud excel,OBC,1,F,I011,I029,I033,I040,I019,I022
S00241,7.0,backend ml networking cloud communication presentation,GEN,0,F,I007,I011,I028,I039,I016,I026
S00242,8.19,design excel java cloud analysis autocad,ST,0,F,I004,I029,I011,I019,I028,I009
S00243,7.63,design writing autocad networking communication,GEN,0,F,I027,I017,I019,I028,I004,I007
S00244,8.07,excel frontend backend cloud design,SC,0,F,I010,I011,I004,I013,I029,I033
S00245,5.81,java manufacturing python autocad writing,GEN,0,F,I003,I019,I024,I028,I001,I037
S00246,8.91,manufacturing excel autocad cloud java,SC,0,F,I011,I004,I026,I029,I033,I037
S00247,9.21,excel frontend writing autocad,GEN,0,M,I036,I004,I011,I012,I017,I019
S00248,7.63,networking python sql design,GEN,1,F,I028,I002,I004,I009,I026,I027
S00249,9.77,java python cloud,ST,1,M,I028,I040,I003,I011,I019,I022
S00250,9.43,manufacturing networking backend excel java communication,GEN,0,M,I033,I003,I007,I010,I011,I018
S00251,8.21,networking cloud writing,OBC,1,M,I039,I026,I007,I011,I017,I019
S00252,9.01,analysis autocad manufacturing ml,SC,0,M,I026,I008,I010,I011,I012,I017
S00253,8.66,manufacturing ml writing java python analysis,GEN,0,M,I003,I019,I021,I024,I028,I039
S00254,5.57,frontend networking backend cloud presentation,GEN,0,M,I007,I011,I028,I016,I026,I003
S00255,7.2,cloud excel presentation sql communication ml,OBC,0,F,I011,I007,I039,I004,I009,I026
S00256,8.29,python writing communication presentation,GEN,1,M,I011,I028,I019,I021,I023,I024
S00257,9.29,presentation analysis design cloud,GEN,1,F,I011,I023,I028,I026,I010,I012
S00258,5.98,communication ml networking,GEN,1,M,I007,I011,I027,I008,I017,I021
S00259,5.63,cloud design excel,GEN,0,F,I011,I004,I029,I010,I019,I023
S00260,7.44,frontend manufacturing writing autocad python,GEN,1,F,I003,I024,I036,I032,I010,I012
S00261,5.23,sql backend manufacturing networking,GEN,0,F,I026,I010,I016,I032,I003,I006
S00262,7.4,excel backend java communication frontend,GEN,0,M,I033,I011,I013,I029,I003,I007
S00263,7.9,java networking writing frontend communication design,OBC,0,F,I019,I028,I027,I003,I022,I001
S00264,6.47,networking backend presentation frontend,SC,0,M,I028,I016,I003,I007,I010,I011
S00265,7.43,writing sql frontend autocad python cloud,SC,0,M,I038,I012,I024,I036,I039,I001
S00266,8.55,communication manufacturing analysis cloud,GEN,0,M,I026,I011,I007,I010,I012,I023
S00267,6.92,ml autocad cloud networking python presentation,GEN,0,F,I011,I028,I007,I017,I039,I014
S00268,6.63,sql cloud networking backend java python,GEN,0,M,I028,I026,I003,I007,I018,I022
S00269,7.38,ml python design communication,OBC,0,M,I011,I028,I027,I007,I010,I019
S00270,6.36,manufacturing python java,GEN,0,M,I003,I028,I037,I010,I019,I022
S00271,9.66,writing autocad design networking analysis manufacturing,GEN,0,M,I026,I010,I017,I019,I023,I024
S00272,7.54,excel ml cloud design analysis,GEN,1,M,I011,I039,I004,I009,I026,I029
S00273,6.73,python java networking,OBC,1,F,I028,I003,I022,I017,I018,I019
S00274,7.74,networking excel manufacturing communication ml java,GEN,1,M,I011,I003,I007,I008,I022,I028
S00275,7.38,analysis frontend presentation,SC,1,M,I012,I011,I015,I023,I028,I036
S00276,7.26,design sql autocad frontend,GEN,1,M,I004,I012,I036,I030,I032,I010
S00277,6.92,sql design networking excel,GEN,0,M,I004,I028,I009,I026,I027,I029
S00278,6.87,frontend excel analysis writing,OBC,0,F,I012,I009,I011,I015,I019,I021
S00279,5.83,frontend autocad ml backend,GEN,0,F,I036,I007,I010,I011,I012,I017
S00280,9.0,cloud python manufacturing frontend writing,SC,1,F,I003,I039,I026,I032,I010,I011
S00281,8.13,sql communication backend analysis design cloud,GEN,0,F,I026,I007,I010,I011,I012,I004
S00282,7.84,java manufacturing design ml cloud networking,GEN,0,M,I028,I026,I003,I007,I008,I010
S00283,7.36,java presentation networking python cloud,GEN,0,F,I028,I003,I011,I022,I026,I040
S00284,6.45,presentation excel java autocad,GEN,0,M,I011,I028,I004,I029,I033,I017
S00285,6.67,writing sql cloud manufacturing excel python,GEN,0,M,I009,I026,I011,I039,I001,I002
S00286,5.94,design presentation autocad,OBC,0,M,I023,I028,I004,I010,I011,I017
S00287,6.79,design analysis communication java python excel,SC,0,M,I028,I009,I029,I011,I019,I004
S00288,6.31,networking writing frontend autocad excel design,SC,1,F,I004,I017,I019,I028,I036,I027
S00289,9.36,presentation networking cloud backend communication,GEN,1,F,I007,I011,I028,I016,I026,I027
S00290,8.47,autocad sql presentation writing networking communication,SC,0,F,I011,I017,I028,I001,I004,I026
S00291,7.59,analysis python frontend excel writing,GEN,0,F,I009,I012,I024,I003,I011,I015
S00292,6.55,frontend ml excel communication analysis design,OBC,1,M,I011,I012,I004,I009,I027,I029
S00293,6.36,backend java presentation networking writing manufacturing,OBC,0,F,I028,I003,I010,I018,I019,I022
S00294,7.29,writing ml autocad manufacturing,GEN,0,M,I021,I039,I008,I010,I011,I017
S00295,8.52,sql analysis autocad,GEN,0,M,I012,I004,I009,I026,I038,I017
S00296,9.6,analysis ml manufacturing,OBC,1,M,I026,I008,I010,I011,I012,I021
S00297,5.96,python excel cloud networking,GEN,0,F,I011,I028,I009,I026,I003,I007
S00298,8.12,python manufacturing cloud analysis design autocad,GEN,0,F,I026,I038,I010,I023,I024,I028
S00299,6.78,python cloud analysis writing backend,GEN,0,M,I024,I039,I009,I026,I038,I007
S00300,6.96,excel cloud ml,GEN,0,F,I011,I039,I007,I021,I004,I009
S00301,7.55,cloud presentation design sql communication,ST,0,F,I011,I023,I028,I004,I026,I027
S00302,6.59,networking java backend sql,OBC,1,M,I018,I022,I028,I001,I016,I026
S00303,7.24,presentation design autocad,OBC,1,M,I023,I028,I004,I010,I011,I017
S00304,6.5,communication sql networking,SC,1,F,I026,I027,I007,I011,I012,I017
S00305,6.87,sql excel autocad,SC,0,F,I004,I009,I011,I012,I017,I036
S00306,8.33,sql autocad manufacturing backend java,SC,0,M,I010,I001,I004,I026,I032,I033
